観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),今日の最大値(m/s),今日の最大値の品質情報,今日の最大値観測時の風向,今日の最大値観測時の風向の品質情報,今日の最大値起時（時）,今日の最大値起時（分）,今日の最大値起時の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(m/s),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値観測時の風向,昨日までの観測史上1位の値観測時の風向の品質情報,昨日までの観測史上1位の値観測時の年,昨日までの観測史上1位の値観測時の月,昨日までの観測史上1位の値観測時の日,昨日までの8月の1位の値(m/s),昨日までの8月の1位の値の品質情報,昨日までの8月の1位の値観測時の風向,昨日までの8月の1位の値観測時の風向の品質情報,昨日までの8月の1位の値観測時の年,昨日までの8月の1位の値観測時の月,昨日までの8月の1位の値観測時の日,統計開始年
48841,長野県,南信濃（ミナミシナノ）,,2022,08,10,17,00,3.9,4,南南西,4,15,10,4,,,12,8,///,8,1979,10,01,9.8,8,東北東,8,2020,08,21,1978
49036,山梨県,大泉（オオイズミ）,,2022,08,10,17,00,4.0,4,南南東,4,16,05,4,,,14.2,8,西北西,8,2019,10,12,9.1,8,南東,8,2014,08,10,1977
49086,山梨県,韮崎（ニラサキ）,,2022,08,10,17,00,3.0,4,東南東,4,15,39,4,,,20.2,8,北西,8,2019,10,12,10,8,南南東,8,1990,08,22,1977
49142,山梨県,甲府（コウフ）,47638,2022,08,10,17,00,6.8,4,南西,4,16,17,4,,,33.9,8,東南東,8,1959,08,14,33.9,8,東南東,8,1959,08,14,1894
49151,山梨県,勝沼（カツヌマ）,,2022,08,10,17,00,2.4,4,西,4,16,19,4,,,12.4,8,西北西,8,2017,02,20,9,8,南東,8,2001,08,19,1977
49161,山梨県,大月（オオツキ）,,2022,08,10,17,00,4.1,4,南南西,4,13,51,4,,,9.7,8,南西,8,2013,03,01,7.8,8,南南西,8,2016,08,22,1977
49196,山梨県,古関（フルセキ）,,2022,08,10,17,00,3.6,4,東北東,4,11,39,4,,,11.8,8,北北東,8,2018,09,30,11,8,東,8,1982,08,01,1978
49236,山梨県,切石（キリイシ）,,2022,08,10,17,00,6.9,4,南,4,13,59,4,,,13.5,8,南南西,8,2018,09,30,10.0,8,南南西,8,2014,08,10,1977
49251,山梨県,河口湖（カワグチコ）,47640,2022,08,10,17,00,5.7,4,西北西,4,10,37,4,,,30.4,8,南東,8,1959,08,14,30.4,8,南東,8,1959,08,14,1933
49256,山梨県,山中（ヤマナカ）,,2022,08,10,17,00,4.4,4,南東,4,14,58,4,,,11.2,8,南東,8,2014,03,30,11,8,南東,8,1982,08,01,1977
49316,山梨県,南部（ナンブ）,,2022,08,10,17,00,4.2,4,東南東,4,15,05,4,,,14.2,8,南東,8,2011,09,21,10,8,南南東,8,2004,08,31,1977
50106,静岡県,井川（イカワ）,,2022,08,10,17,00,3.3,4,西北西,4,15,15,4,,,12.4,8,東,8,2011,09,21,8.0,8,西北西,8,2014,08,10,1978
50136,静岡県,御殿場（ゴテンバ）,,2022,08,10,17,00,7.5,4,南,4,12,06,4,,,21,8,南南西,8,1979,10,19,17,8,南南西,8,1990,08,10,1976
50196,静岡県,富士（フジ）,,2022,08,10,17,00,5.2,4,南南東,4,13,36,4,,,16.8,8,南南東,8,2011,09,21,16,8,東,8,1982,08,01,1978
50206,静岡県,三島（ミシマ）,47657,2022,08,10,17,00,5.8,4,西南西,4,14,45,4,,,29.8,8,東南東,8,1959,08,14,29.8,8,東南東,8,1959,08,14,1930
50211,静岡県,熱海伊豆山（アタミイズサン）,,2022,08,10,17,00,2.0,4,北東,4,08,35,4,,,3.9,8,北東,8,2021,08,10,3.9,8,北東,8,2021,08,10,2021
50226,静岡県,佐久間（サクマ）,,2022,08,10,17,00,2.6,4,南,4,15,44,4,,,13,8,南,8,1995,04,01,9,8,南西,8,1986,08,05,1978
50241,静岡県,川根本町（カワネホンチョウ）,,2022,08,10,17,00,4.2,4,北,4,14,23,4,,,9,8,北西,8,1979,10,01,8,8,北西,8,2004,08,31,1978
50261,静岡県,清水（シミズ）,,2022,08,10,17,00,4.0,4,南,4,09,32,4,,,18,8,南南西,8,1979,10,19,15,8,///,8,1982,08,02,1978
50281,静岡県,網代（アジロ）,47668,2022,08,10,17,00,7.6,4,西南西,4,11,11,4,,,39.4,8,北北東,8,2004,10,09,30.0,8,西南西,8,1949,08,31,1937
50331,静岡県,静岡（シズオカ）,47656,2022,08,10,17,00,5.0,4,南,4,14,37,4,,,24.1,8,西南西,8,1959,08,14,24.1,8,西南西,8,1959,08,14,1940
50386,静岡県,天竜（テンリュウ）,,2022,08,10,17,00,4.0,4,北北西,4,07,07,4,,,18.7,8,北北西,8,2011,09,21,9,8,東北東,8,1982,08,01,1978
50456,静岡県,浜松（ハママツ）,47654,2022,08,10,17,00,7.0,4,南南西,4,15,19,4,,,37.0,8,南,8,1926,09,04,20.7,8,東南東,8,1907,08,15,1887
50476,静岡県,菊川牧之原（キクガワマキノハラ）,,2022,08,10,17,00,4.2,4,南南西,4,14,57,4,,,16.5,8,南南西,8,2018,09,30,14,8,北東,8,2005,08,25,1978
50477,静岡県,静岡空港（シズオカクウコウ）,,2022,08,10,17,00,6.7,4,南南西,4,14,37,4,,,27.7,8,南,8,2018,09,30,14.2,8,西,8,2017,08,08,2009
50491,静岡県,松崎（マツザキ）,,2022,08,10,17,00,4.1,4,南西,4,12,39,4,,,19.8,8,東,8,2019,10,12,15.4,8,東,8,2015,08,26,1978
50506,静岡県,稲取（イナトリ）,,2022,08,10,17,00,5.0,4,南南西,4,13,32,4,,,27.9,8,北北東,8,2019,09,08,15.5,8,北北東,8,2016,08,22,1978
50536,静岡県,磐田（イワタ）,,2022,08,10,17,00,6.4,4,南南西,4,15,59,4,,,23.7,8,南南西,8,2018,09,30,19,8,西南西,8,1983,08,17,1978
50551,静岡県,御前崎（オマエザキ）,47655,2022,08,10,17,00,5.3,4,南西,4,16,31,4,,,39.1,8,南南西,8,1952,06,23,29.6,8,西,8,1959,08,14,1932
50561,静岡県,石廊崎（イロウザキ）,47666,2022,08,10,17,00,7.2,4,西南西,4,09,21,4,,,48.8,8,東,8,1959,08,14,48.8,8,東,8,1959,08,14,1939
51031,愛知県,愛西（アイサイ）,,2022,08,10,17,00,5.0,4,南南西,4,15,19,4,,,18.0,8,南東,8,2018,09,04,11.8,8,南東,8,2014,08,10,1979
51071,愛知県,稲武（イナブ）,,2022,08,10,17,00,2.9,4,北北東,4,16,11,4,,,10,8,北北東,8,1991,02,16,8,8,南,8,1982,08,02,1979
51106,愛知県,名古屋（ナゴヤ）,47636,2022,08,10,17,00,6.4,4,南南西,4,14,46,4,,,37.0,8,南南東,8,1959,09,26,23.3,8,南南東,8,1962,08,26,1890
51116,愛知県,豊田（トヨタ）,,2022,08,10,17,00,3.2,4,南南西,4,15,58,4,,,12,8,///,8,1990,09,20,9.8,8,東,8,2015,08,25,1979
51216,愛知県,大府（オオブ）,,2022,08,10,17,00,5.5,4,南南東,4,15,43,4,,,18.0,8,南南東,8,2018,09,04,13.5,8,南南東,8,2014,08,10,2012
51226,愛知県,岡崎（オカザキ）,,2022,08,10,17,00,3.2,4,南南東,4,00,53,4,,,18,4,北西,4,1991,02,25,13,8,南南東,8,2004,08,31,1979
51247,愛知県,新城（シンシロ）,,2022,08,10,17,00,3.9,4,西南西,4,16,03,4,,,18.0,8,東,8,2009,10,08,11,8,南南西,8,2004,08,31,2002
51261,愛知県,セントレア（セントレア）,,2022,08,10,17,00,8.1,4,南西,4,16,09,4,,,32.7,8,北北西,8,2009,10,08,23.1,8,東南東,8,2015,08,25,2005
51281,愛知県,蒲郡（ガマゴオリ）,,2022,08,10,17,00,4.6,4,南南東,4,15,14,4,,,14.9,8,東南東,8,2018,07,29,14.3,8,東,8,2015,08,25,1979
51311,愛知県,南知多（ミナミチタ）,,2022,08,10,17,00,6.9,4,南,4,14,47,4,,,23.1,8,東北東,8,2018,07,29,13.6,8,東南東,8,2015,08,25,1979
51331,愛知県,豊橋（トヨハシ）,,2022,08,10,17,00,6.5,4,南,4,14,51,4,,,27.1,8,南南西,8,2018,09,30,14.0,8,東,8,2015,08,25,2005
51346,愛知県,伊良湖（イラコ）,47653,2022,08,10,17,00,7.0,4,南,4,16,03,4,,,45.4,8,南,8,1959,09,26,28.3,8,南南東,8,1962,08,26,1947
52041,岐阜県,河合（カワイ）,,2022,08,10,17,00,4.1,4,東北東,4,10,44,4,,,11,8,東北東,8,1998,04,26,8.6,8,東北東,8,2018,08,07,1978
52051,岐阜県,神岡（カミオカ）,,2022,08,10,17,00,2.7,4,南,4,10,58,4,,,11,8,南南東,8,1991,09,27,11,8,北北西,8,1984,08,10,1978
52081,岐阜県,白川（シラカワ）,,2022,08,10,17,00,2.8,4,西南西,4,11,38,4,,,10,8,南南東,8,2004,09,07,8,8,南南西,8,2004,08,31,1978
52111,岐阜県,栃尾（トチオ）,,2022,08,10,17,00,2.2,4,南西,4,15,16,4,,,10,8,西南西,8,1993,12,22,7.3,8,東南東,8,2017,08,07,1978
52146,岐阜県,高山（タカヤマ）,47617,2022,08,10,17,00,5.3,4,南,4,10,07,4,,,20.9,8,南,8,1921,09,26,15.5,8,南,8,1960,08,29,1899
52181,岐阜県,六厩（ムマヤ）,,2022,08,10,17,00,2.9,4,北西,4,11,45,4,,,10.6,8,東南東,8,2018,09,04,8.8,8,東南東,8,2012,08,31,1978
52196,岐阜県,宮之前（ミヤノマエ）,,2022,08,10,17,00,3.4,4,南南東,4,14,43,4,,,9,8,南南西,8,1998,09,22,8,8,南南西,8,2004,08,31,1978
52221,岐阜県,長滝（ナガタキ）,,2022,08,10,17,00,2.3,4,南南東,4,12,30,4,,,12,8,南,8,1999,09,03,7.2,8,南,8,2014,08,10,1978
52286,岐阜県,萩原（ハギワラ）,,2022,08,10,17,00,4.3,4,南南東,4,16,09,4,,,17.1,8,南南東,8,2018,09,04,10.8,8,南東,8,2021,08,09,1976
52331,岐阜県,八幡（ハチマン）,,2022,08,10,17,00,1.3,4,西北西,4,14,36,4,,,7.3,8,東,8,2016,08,01,7.3,8,東,8,2016,08,01,1978
52346,岐阜県,宮地（ミヤジ）,,2022,08,10,17,00,2.3,4,北西,4,12,04,4,,,10.8,8,西北西,8,2013,03,14,8.1,8,西北西,8,2012,08,17,1978
52381,岐阜県,樽見（タルミ）,,2022,08,10,17,00,1.5,4,南東,4,10,55,4,,,11.2,8,南東,8,2018,09,04,8.8,8,南東,8,2018,08,24,1978
52406,岐阜県,金山（カナヤマ）,,2022,08,10,17,00,3.4,4,東南東,4,14,29,4,,,9.1,8,北東,8,2011,02,18,7.0,8,北東,8,2009,08,31,1978
52461,岐阜県,美濃（ミノ）,,2022,08,10,17,00,4.1,4,南西,4,14,19,4,,,15.2,8,南西,8,2018,09,04,11.1,8,北北東,8,2020,08,21,1978
52482,岐阜県,黒川（クロカワ）,,2022,08,10,17,00,1.6,4,東,4,16,24,4,,,8.5,8,東北東,8,2013,10,16,6.9,8,東,8,2020,08,22,1998
52511,岐阜県,揖斐川（イビガワ）,,2022,08,10,17,00,3.4,4,東南東,4,16,55,4,,,18.2,8,東南東,8,2018,09,04,15.0,8,東南東,8,2018,08,24,1978
52536,岐阜県,美濃加茂（ミノカモ）,,2022,08,10,17,00,6.6,4,西北西,4,12,26,4,,,17.5,8,南南東,8,2018,09,04,13,8,南,8,2004,08,31,1978
52556,岐阜県,恵那（エナ）,,2022,08,10,17,00,5.1,4,西北西,4,14,08,4,,,21,4,///,4,1979,05,28,9,8,東北東,8,1979,08,23,1976
52557,岐阜県,中津川（ナカツガワ）,,2022,08,10,17,00,1.6,4,北東,4,06,37,4,,,10.1,8,南東,8,2015,09,09,8.0,8,南東,8,2015,08,25,2010
52571,岐阜県,関ケ原（セキガハラ）,,2022,08,10,17,00,3.6,4,東北東,4,09,30,4,,,17,4,北東,4,1988,11,16,13.0,8,東北東,8,2014,08,10,1978
52581,岐阜県,大垣（オオガキ）,,2022,08,10,17,00,3.9,4,南南東,4,16,10,4,,,18.9,8,南南東,8,2018,09,04,11.9,8,南南東,8,2014,08,10,1978
52586,岐阜県,岐阜（ギフ）,47632,2022,08,10,17,00,4.6,4,南東,4,12,59,4,,,32.5,8,南南東,8,1959,09,26,23.3,8,南東,8,1962,08,26,1886
52606,岐阜県,多治見（タジミ）,,2022,08,10,17,00,3.6,4,北西,4,14,21,4,,,11.6,8,南東,8,2018,09,04,8.1,8,南東,8,2014,08,10,1978
53041,三重県,桑名（クワナ）,,2022,08,10,17,00,5.2,4,南,4,14,47,4,,,18,8,///,8,1979,09,30,10,8,南,8,2004,08,31,1979
53061,三重県,四日市（ヨッカイチ）,47684,2022,08,10,17,00,3.7,4,東南東,4,10,56,4,,,33.5,8,東南東,8,1972,09,16,21.0,8,南東,8,1969,08,23,1966
53091,三重県,亀山（カメヤマ）,,2022,08,10,17,00,3.8,4,南東,4,12,22,4,,,18,8,西,8,1998,09,22,12.0,8,南東,8,2017,08,07,1979
53112,三重県,上野（ウエノ）,47649,2022,08,10,17,00,4.5,4,南東,4,14,37,4,,,25.9,8,南西,8,1998,09,22,18.0,8,東,8,1958,08,25,1937
53133,三重県,津（ツ）,47651,2022,08,10,17,00,5.2,4,南南西,4,14,30,4,,,36.8,8,東南東,8,1959,09,26,30.2,8,東南東,8,1962,08,26,1889
53196,三重県,小俣（オバタ）,,2022,08,10,17,00,6.3,4,西北西,4,14,34,4,,,19.9,8,東北東,8,2009,10,08,15.2,8,南南東,8,2018,08,23,1979
53231,三重県,粥見（カユミ）,,2022,08,10,17,00,4.0,4,北,4,14,07,4,,,14.6,8,西,8,2009,10,08,11.4,8,南,8,2018,08,24,1979
53257,三重県,鳥羽（トバ）,,2022,08,10,17,00,4.0,4,南南東,4,13,35,4,,,18.0,8,北北西,8,2018,07,29,14,8,北北西,8,2001,08,22,1994
53296,三重県,南伊勢（ミナミイセ）,,2022,08,10,17,00,1.9,4,東北東,4,09,14,4,,,15,8,西北西,8,1982,09,13,11,8,東北東,8,1983,08,16,1979
53326,三重県,紀伊長島（キイナガシマ）,,2022,08,10,17,00,5.3,4,東,4,13,55,4,,,20.7,8,東,8,2018,09,30,14.0,8,東,8,2018,08,23,1979
53378,三重県,尾鷲（オワセ）,47663,2022,08,10,17,00,8.6,4,南南東,4,14,17,4,,,28.1,8,南東,8,1959,09,26,19.4,8,南南東,8,2018,08,24,1938
53401,三重県,熊野新鹿（クマノアタシカ）,,2022,08,10,17,00,3.5,4,東南東,4,13,02,4,,,14.3,8,東,8,2018,09,30,12.1,8,東南東,8,2018,08,23,2001
54012,新潟県,粟島（アワシマ）,,2022,08,10,17,00,4.4,4,南南西,4,10,24,4,,,17.7,8,南,8,2018,03,01,13.5,8,南,8,2016,08,30,2016
54041,新潟県,弾崎（ハジキザキ）,,2022,08,10,17,00,6.0,4,西南西,4,16,25,4,,,31.9,8,北北西,8,2017,10,23,15,8,北北西,8,2008,08,21,1997
54086,新潟県,村上（ムラカミ）,,2022,08,10,17,00,3.5,4,西南西,4,11,52,4,,,12.9,8,西南西,8,2018,03,01,10,8,東,8,1982,08,02,1978
54157,新潟県,相川（アイカワ）,47602,2022,08,10,17,00,4.4,4,南南東,4,07,51,4,,,31.3,8,北西,8,1945,09,18,28.0,8,北西,8,1919,08,05,1911
54166,新潟県,両津（リョウツ）,,2022,08,10,17,00,8.4,4,西南西,4,13,06,4,,,32.1,8,西南西,8,2012,04,04,27,8,南西,8,2004,08,31,1978
54181,新潟県,中条（ナカジョウ）,,2022,08,10,17,00,5.8,4,西南西,4,12,43,4,,,19,8,北北西,8,1981,08,23,19,8,北北西,8,1981,08,23,1978
54191,新潟県,下関（シモセキ）,,2022,08,10,17,00,3.7,4,西北西,4,14,14,4,,,16.0,8,東南東,8,2015,08,25,16.0,8,東南東,8,2015,08,25,1978
54232,新潟県,新潟（ニイガタ）,47604,2022,08,10,17,00,6.2,4,西南西,4,12,07,4,,,40.1,8,南西,8,1929,04,21,21.2,8,北西,8,1975,08,23,1886
54236,新潟県,松浜（マツハマ）,,2022,08,10,17,00,9.3,4,西,4,11,23,4,,,26.9,8,西,8,2010,01,13,21,8,南西,8,2004,08,31,2003
54271,新潟県,羽茂（ハモチ）,,2022,08,10,17,00,3.8,4,南南西,4,11,27,4,,,18.3,8,南南西,8,2018,09,04,14,8,南南西,8,2004,08,31,1978
54296,新潟県,新津（ニイツ）,,2022,08,10,17,00,5.9,4,西南西,4,14,17,4,,,23.3,8,南西,8,2018,03,01,19,8,南西,8,2004,08,31,1978
54341,新潟県,巻（マキ）,,2022,08,10,17,00,6.5,4,西,4,13,38,4,,,24.7,8,北北西,8,2012,08,06,24.7,8,北北西,8,2012,08,06,1978
54387,新潟県,寺泊（テラドマリ）,,2022,08,10,17,00,3.8,4,東南東,4,05,45,4,,,22.2,8,西,8,2021,01,07,19,8,西南西,8,2004,08,31,2001
54396,新潟県,三条（サンジョウ）,,2022,08,10,17,00,3.3,4,西南西,4,12,15,4,,,14,8,北北西,8,1997,06,29,13,8,北北西,8,1981,08,23,1978
54421,新潟県,津川（ツガワ）,,2022,08,10,17,00,2.2,4,北,4,12,50,4,,,11,8,東,8,1982,08,02,11,8,東,8,1982,08,02,1978
54501,新潟県,長岡（ナガオカ）,,2022,08,10,17,00,4.9,4,西北西,4,14,25,4,,,23,8,西,8,1979,03,31,14,8,西南西,8,2004,08,20,1976
54541,新潟県,柏崎（カシワザキ）,,2022,08,10,17,00,4.2,4,西北西,4,13,27,4,,,16,8,南南東,8,2006,04,11,13.5,8,南西,8,2021,08,10,1978
54566,新潟県,守門（スモン）,,2022,08,10,17,00,2.4,4,北西,4,13,26,4,,,12.5,8,南南東,8,2018,09,04,8.8,8,東南東,8,2015,08,26,1978
54586,新潟県,大潟（オオガタ）,,2022,08,10,17,00,4.1,4,西,4,12,43,4,,,18.2,8,西北西,8,2010,02,06,17,8,南,8,1982,08,02,1978
54616,新潟県,小出（コイデ）,,2022,08,10,17,00,3.9,4,北西,4,15,28,4,,,12,8,西,8,1998,09,22,9,8,南西,8,1986,08,29,1978
54651,新潟県,高田（タカダ）,47612,2022,08,10,17,00,5.7,4,西北西,4,13,43,4,,,23.1,8,南,8,1959,04,05,13.3,8,南,8,1956,08,17,1922
54661,新潟県,安塚（ヤスヅカ）,,2022,08,10,17,00,3.3,4,北,4,13,03,4,,,15,8,西北西,8,1979,03,31,10,8,北西,8,1996,08,15,1978
54676,新潟県,十日町（トオカマチ）,,2022,08,10,17,00,2.8,4,東,4,10,51,4,,,12.9,8,南南東,8,2010,04,28,11,8,南東,8,1982,08,02,1978
54711,新潟県,糸魚川（イトイガワ）,,2022,08,10,17,00,5.1,4,西,4,16,49,4,,,22,8,北西,8,1979,10,19,18.8,8,南南東,8,2015,08,25,1978
54721,新潟県,能生（ノウ）,,2022,08,10,17,00,3.3,4,東南東,4,00,08,4,,,14.3,8,西北西,8,2014,12,17,9.7,8,西北西,8,2021,08,10,1978
54816,新潟県,関山（セキヤマ）,,2022,08,10,17,00,3.7,4,西南西,4,00,04,4,,,16,8,南南西,8,2006,04,11,11.8,8,南南西,8,2015,08,26,1978
54836,新潟県,津南（ツナン）,,2022,08,10,17,00,3.3,4,北北西,4,15,06,4,,,20.1,8,南,8,2012,04,03,18,8,///,8,1982,08,02,1978
54841,新潟県,湯沢（ユザワ）,,2022,08,10,17,00,4.1,4,北西,4,14,05,4,,,14.9,8,南東,8,2012,04,03,10.8,8,南東,8,2015,08,25,1978
55022,富山県,朝日（アサヒ）,,2022,08,10,17,00,5.2,4,南東,4,00,12,4,,,23.0,8,南南西,8,2018,09,04,13.2,8,南南西,8,2021,08,10,2017
55041,富山県,氷見（ヒミ）,,2022,08,10,17,00,5.7,4,西南西,4,09,58,4,,,22,8,///,8,1991,09,28,17,8,南西,8,2004,08,31,1978
55056,富山県,魚津（ウオヅ）,,2022,08,10,17,00,4.9,4,西,4,12,38,4,,,15.3,8,南南西,8,2018,09,04,12,8,南南西,8,1982,08,02,1978
55091,富山県,伏木（フシキ）,47606,2022,08,10,17,00,6.2,4,西南西,4,12,18,4,,,29.5,8,南南西,8,1950,09,03,20.2,8,北東,8,1896,08,30,1883
55102,富山県,富山（トヤマ）,47607,2022,08,10,17,00,7.6,4,西北西,4,15,21,4,,,26.0,8,南南東,8,1947,04,01,18.2,8,南,8,1945,08,02,1939
55141,富山県,砺波（トナミ）,,2022,08,10,17,00,4.6,4,西,4,13,43,4,,,23.1,8,南南東,8,2012,04,03,14,8,南西,8,1996,08,15,1976
55151,富山県,秋ヶ島（アキガシマ）,,2022,08,10,17,00,6.0,4,西,4,15,14,4,,,21.6,8,南西,8,2012,04,03,15,8,西南西,8,2004,08,31,2003
55166,富山県,上市（カミイチ）,,2022,08,10,17,00,2.2,4,南西,4,11,24,4,,,11.9,8,南,8,2012,04,03,8.8,8,南南西,8,2018,08,24,1978
55191,富山県,南砺高宮（ナントタカミヤ）,,2022,08,10,17,00,4.4,4,西南西,4,12,51,4,,,17.2,8,西南西,8,2012,04,03,12.8,8,西南西,8,2021,08,09,1978
55206,富山県,八尾（ヤツオ）,,2022,08,10,17,00,5.2,4,南南東,4,09,52,4,,,18.1,8,南南東,8,2018,09,04,15.1,8,南,8,2018,08,24,1976
56036,石川県,珠洲（スズ）,,2022,08,10,17,00,6.3,4,南西,4,11,28,4,,,23,4,南南西,4,1991,09,28,16,8,南南西,8,2004,08,31,1978
56052,石川県,輪島（ワジマ）,47600,2022,08,10,17,00,8.4,4,南西,4,11,37,4,,,31.3,8,南南西,8,1991,09,28,23.8,8,南南西,8,1956,08,18,1929
56093,石川県,三井（ミイ）,,2022,08,10,17,00,10.1,4,西南西,4,10,40,4,,,24,8,南西,8,2004,08,31,24,8,南西,8,2004,08,31,2003
56116,石川県,志賀（シカ）,,2022,08,10,17,00,4.3,4,西南西,4,10,59,4,,,18.7,8,西,8,2021,01,07,15,8,西南西,8,2004,08,19,1978
56146,石川県,七尾（ナナオ）,,2022,08,10,17,00,5.7,4,南西,4,11,51,4,,,14.7,8,南西,8,2018,09,04,11,8,南西,8,1982,08,02,1978
56176,石川県,羽咋（ハクイ）,,2022,08,10,17,00,7.3,4,南西,4,10,30,4,,,25,8,///,8,1991,09,28,21,8,西南西,8,2004,08,31,1978
56186,石川県,かほく（カホク）,,2022,08,10,17,00,6.8,4,西南西,4,12,44,4,,,23,8,///,8,1991,09,28,19,8,南西,8,2004,08,31,1978
56227,石川県,金沢（カナザワ）,47605,2022,08,10,17,00,8.5,4,南西,4,11,06,4,,,32.8,8,南南西,8,1950,09,03,22.0,8,南西,8,1956,08,18,1882
56276,石川県,小松（コマツ）,,2022,08,10,17,00,4.8,4,西南西,4,12,40,4,,,18.4,8,北,8,2017,10,23,13,8,南南西,8,1982,08,02,1978
56286,石川県,白山河内（ハクサンカワチ）,,2022,08,10,17,00,3.7,4,西,4,13,43,4,,,19.5,8,南東,8,2012,04,03,12.5,8,南南西,8,2021,08,09,1978
56301,石川県,加賀菅谷（カガスガタニ）,,2022,08,10,17,00,3.1,4,南西,4,10,57,4,,,21.7,8,東北東,8,2017,10,23,9.3,8,西南西,8,2019,08,15,1978
57001,福井県,三国（ミクニ）,,2022,08,10,17,00,7.6,4,南,4,10,38,4,,,25.8,8,南南東,8,2012,04,03,23.1,8,南,8,2018,08,24,1978
57026,福井県,春江（ハルエ）,,2022,08,10,17,00,6.0,4,南,4,10,28,4,,,26,8,北北東,8,2004,10,20,18,8,南南東,8,2004,08,30,2003
57051,福井県,越廼（コシノ）,,2022,08,10,17,00,4.7,4,西南西,4,12,39,4,,,15.7,8,西南西,8,2012,04,03,11.1,8,西北西,8,2017,08,08,1978
57066,福井県,福井（フクイ）,47616,2022,08,10,17,00,5.5,4,南西,4,12,27,4,,,30.9,8,南,8,1950,09,03,17.4,8,南東,8,2018,08,24,1897
57082,福井県,勝山（カツヤマ）,,2022,08,10,17,00,3.3,4,北,4,11,09,4,,,21.1,8,南東,8,2018,09,04,17.2,8,東南東,8,2018,08,24,1993
57121,福井県,大野（オオノ）,,2022,08,10,17,00,3.1,4,南東,4,10,51,4,,,14.2,8,南東,8,2018,09,04,12,8,南東,8,2004,08,30,1976
57206,福井県,今庄（イマジョウ）,,2022,08,10,17,00,4.2,4,南,4,13,12,4,,,22.5,8,北,8,2017,10,23,14.1,8,南,8,2018,08,24,1978
57248,福井県,敦賀（ツルガ）,47631,2022,08,10,17,00,7.8,4,南南東,4,09,53,4,,,30.4,8,南東,8,1950,09,03,22.7,8,南南東,8,1993,08,10,1897
57286,福井県,美浜（ミハマ）,,2022,08,10,17,00,3.1,4,東南東,4,12,07,4,,,18.2,8,東南東,8,2016,04,07,12.6,8,南東,8,2018,08,24,1978
57317,福井県,小浜（オバマ）,,2022,08,10,17,00,5.1,4,東南東,4,04,58,4,,,23,8,北西,8,1998,09,22,18.5,8,南東,8,2018,08,24,1992
60051,滋賀県,今津（イマヅ）,,2022,08,10,17,00,3.9,4,東南東,4,10,56,4,,,20.2,8,東南東,8,2018,09,04,14.2,8,南東,8,2018,08,24,1978
60061,滋賀県,長浜（ナガハマ）,,2022,08,10,17,00,3.3,4,東南東,4,16,41,4,,,19.6,8,東南東,8,2018,09,04,15.9,8,東南東,8,2018,08,24,1978
60102,滋賀県,米原（マイバラ）,,2022,08,10,17,00,4.2,4,南東,4,15,25,4,,,18.9,8,東南東,8,2018,09,04,16.6,8,南東,8,2018,08,24,2001
60116,滋賀県,南小松（ミナミコマツ）,,2022,08,10,17,00,4.2,4,南,4,15,59,4,,,19.6,8,北西,8,2017,10,22,12.4,8,南東,8,2018,08,24,1978
60131,滋賀県,彦根（ヒコネ）,47761,2022,08,10,17,00,4.4,4,東,4,16,02,4,,,31.2,8,南南東,8,1934,09,21,18.0,8,南東,8,1960,08,29,1893
60196,滋賀県,東近江（ヒガシオウミ）,,2022,08,10,17,00,3.6,4,南東,4,14,15,4,,,18,8,///,8,1979,09,30,13.1,8,南東,8,2018,08,23,1978
60216,滋賀県,大津（オオツ）,,2022,08,10,17,00,3.7,4,西,4,13,10,4,,,14.9,8,東南東,8,2018,09,04,11.6,8,東南東,8,2018,08,23,1977
60226,滋賀県,信楽（シガラキ）,,2022,08,10,17,00,4.9,4,南東,4,14,40,4,,,15.2,8,南,8,2018,09,04,10.3,8,東,8,2015,08,25,1978
60236,滋賀県,土山（ツチヤマ）,,2022,08,10,17,00,5.0,4,東南東,4,13,13,4,,,18.6,8,東南東,8,2018,09,04,14.9,8,東南東,8,2018,08,23,1978
61001,京都府,間人（タイザ）,,2022,08,10,17,00,3.0,4,北東,4,12,48,4,,,26,8,北東,8,2004,10,20,24.7,8,西南西,8,2021,08,09,1977
61076,京都府,宮津（ミヤヅ）,,2022,08,10,17,00,3.6,4,南南東,4,11,42,4,,,20.1,8,南東,8,2018,08,24,20.1,8,南東,8,2018,08,24,1978
61111,京都府,舞鶴（マイヅル）,47750,2022,08,10,17,00,4.4,4,西南西,4,14,32,4,,,36.5,8,北北東,8,1959,09,26,22.2,8,北,8,1959,08,09,1947
61187,京都府,福知山（フクチヤマ）,,2022,08,10,17,00,4.7,4,南東,4,10,09,4,,,16,8,南,8,2007,03,05,14.9,8,南南東,8,2018,08,24,2005
61206,京都府,美山（ミヤマ）,,2022,08,10,17,00,3.1,4,南西,4,13,44,4,,,12.6,8,東北東,8,2018,09,04,9.2,8,北北東,8,2016,08,15,1978
61242,京都府,園部（ソノベ）,,2022,08,10,17,00,3.9,4,西,4,15,41,4,,,14.9,8,西北西,8,2018,09,30,14.3,8,東,8,2018,08,23,2002
