観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),今日の最高気温(℃),今日の最高気温の品質情報,今日の最高気温起時（時）,今日の最高気温起時（分）,今日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（昨日まで）,今年の最高気温（昨日まで）の品質情報,今年の最高気温（昨日まで）を観測した起日（年）,今年の最高気温（昨日まで）を観測した起日（月）,今年の最高気温（昨日まで）を観測した起日（日）,昨日までの観測史上1位の値（℃）,昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値を観測した起日（年）,昨日までの観測史上1位の値を観測した起日（月）,昨日までの観測史上1位の値を観測した起日（日）,昨日までの8月の1位の値,昨日までの8月の1位の値の品質情報,昨日までの8月の1位の値の起日（年）,昨日までの8月の1位の値の起日（月）,昨日までの8月の1位の値の起日（日）,統計開始年
44056,東京都,青梅（オウメ）,,2022,08,10,17,00,36.6,4,13,20,4,+5.0,-1.6,88,0,,,0,38.9,4,2022,08,02,40.8,8,2018,07,23,39.6,8,2020,08,11,1976
44071,東京都,練馬（ネリマ）,,2022,08,10,17,00,35.6,4,13,57,4,+2.2,-0.7,88,0,,,0,38.2,4,2022,07,01,39.6,8,2018,07,23,39.0,8,2020,08,11,2012
44112,東京都,八王子（ハチオウジ）,,2022,08,10,17,00,35.9,4,13,28,4,+3.9,-2.3,88,0,,,0,38.5,4,2022,08,02,39.3,8,2020,08,11,39.3,8,2020,08,11,1976
44116,東京都,府中（フチュウ）,,2022,08,10,17,00,34.6,4,14,05,4,+2.4,-0.7,88,0,,,0,38.4,4,2022,08,02,38.9,8,1996,08,15,38.9,8,1996,08,15,1976
44132,東京都,東京（トウキョウ）,47662,2022,08,10,17,00,35.3,4,11,49,4,+3.6,-0.4,88,0,,,0,37.0,4,2022,07,01,39.5,8,2004,07,20,39.1,8,1994,08,03,1875
44136,東京都,江戸川臨海（エドガワリンカイ）,,2022,08,10,17,00,30.7,4,12,16,4,0.0,-0.4,8,1,,,0,34.6,4,2022,07,20,38.0,8,2004,07,21,37.8,8,2016,08,09,1976
44166,東京都,羽田（ハネダ）,,2022,08,10,17,00,33.0,4,11,39,4,+1.2,-0.6,88,0,,,0,35.5,4,2022,07,01,38.2,8,2013,08,11,38.2,8,2013,08,11,1993
44172,東京都,大島（オオシマ）,47675,2022,08,10,17,00,31.4,4,13,35,4,+1.6,-0.1,88,0,,,0,31.9,4,2022,08,03,35.9,8,2020,08,16,35.9,8,2020,08,16,1938
44173,東京都,大島北ノ山（オオシマキタノヤマ）,,2022,08,10,17,00,31.8,4,13,26,4,+1.8,-0.1,88,0,,,0,32.3,4,2022,08,03,34.4,8,2020,08,16,34.4,8,2020,08,16,2003
44207,東京都,新島（ニイジマ）,,2022,08,10,17,00,32.3,4,12,46,4,+2.3,-0.2,88,0,,,0,32.5,4,2022,08,09,34.2,8,2018,07,23,33.4,8,2020,08,21,2003
44216,東京都,神津島（コウヅシマ）,,2022,08,10,17,00,29.6,4,14,37,4,+0.8,-0.5,88,0,,,0,30.3,4,2022,08,03,33.7,8,2018,07,23,31.8,8,2020,08,30,2003
44226,東京都,三宅島（ミヤケジマ）,47677,2022,08,10,17,00,31.7,4,13,07,4,+2.4,+0.4,88,0,,,1,31.5,4,2022,07,28,32.8,8,2020,08,15,32.8,8,2020,08,15,1942
44228,東京都,三宅坪田（ミヤケツボタ）,,2022,08,10,17,00,32.0,4,13,50,4,+1.3,-0.5,88,0,,,0,33.3,4,2022,06,30,36.4,8,2004,07,21,35.1,8,2007,08,17,2001
44262,東京都,八重見ヶ原（ヤエミガハラ）,,2022,08,10,17,00,32.8,4,12,16,4,+2.2,+1.8,88,0,,,0,33.8,4,2022,07,29,33.8,8,2022,07,29,33.8,8,2013,08,22,2003
44263,東京都,八丈島（ハチジョウジマ）,47678,2022,08,10,17,00,32.8,4,12,35,4,+3.1,+2.2,88,0,,,1,32.7,4,2022,07,28,34.8,8,1942,08,02,34.8,8,1942,08,02,1906
44301,東京都,父島（チチジマ）,47971,2022,08,10,17,00,29.8,4,10,50,4,-0.5,-1.8,9,2,,,0,32.2,4,2022,06,25,34.1,8,2006,07,30,33.7,8,2015,08,02,1968
45061,千葉県,我孫子（アビコ）,,2022,08,10,17,00,33.4,4,12,44,4,+1.3,+0.3,88,0,,,0,37.8,4,2022,08,02,39.2,8,2013,08,11,39.2,8,2013,08,11,2010
45081,千葉県,香取（カトリ）,,2022,08,10,17,00,33.9,4,12,21,4,+3.4,-0.1,88,0,,,0,37.6,4,2022,08,03,37.6,8,2022,08,03,37.6,8,2022,08,03,1999
45106,千葉県,船橋（フナバシ）,,2022,08,10,17,00,32.7,4,13,58,4,+0.8,0.0,88,0,,,0,37.8,4,2022,07,01,39.0,8,2013,08,11,39.0,8,2013,08,11,1999
45116,千葉県,佐倉（サクラ）,,2022,08,10,17,00,34.6,4,13,36,4,+3.0,+0.3,88,0,,,0,38.1,4,2022,08,03,39.1,8,1995,08,20,39.1,8,1995,08,20,1978
45121,千葉県,成田（ナリタ）,,2022,08,10,17,00,34.6,4,13,51,4,+3.4,+0.5,88,0,,,0,38.0,4,2022,08,03,38.4,8,2004,07,20,38.0,8,2022,08,03,2003
45147,千葉県,銚子（チョウシ）,47648,2022,08,10,17,00,30.9,4,12,50,4,+2.2,+0.5,88,0,,,0,33.4,4,2022,08,01,35.3,8,1962,08,04,35.3,8,1962,08,04,1887
45181,千葉県,横芝光（ヨコシバヒカリ）,,2022,08,10,17,00,31.9,4,10,46,4,+0.9,-2.6,88,0,,,0,36.3,4,2022,08,03,38.1,8,1995,08,28,38.1,8,1995,08,28,1978
45212,千葉県,千葉（チバ）,47682,2022,08,10,17,00,34.5,4,14,11,4,+3.1,+0.9,88,0,,,0,36.4,4,2022,06,30,38.5,8,2015,08,07,38.5,8,2015,08,07,1966
45261,千葉県,茂原（モバラ）,,2022,08,10,17,00,34.4,4,12,08,4,+2.5,-0.4,88,0,,,0,38.0,4,2022,08,03,39.9,8,2013,08,11,39.9,8,2013,08,11,1978
45282,千葉県,木更津（キサラヅ）,,2022,08,10,17,00,33.3,4,13,39,4,+1.2,+0.6,88,0,,,0,35.4,4,2022,08,03,37.6,8,2015,08,07,37.6,8,2015,08,07,2006
45291,千葉県,牛久（ウシク）,,2022,08,10,17,00,34.8,4,12,39,4,+2.6,+0.5,88,0,,,0,38.1,4,2022,08,03,40.2,8,2004,07,20,39.2,8,2013,08,11,1978
45326,千葉県,坂畑（サカハタ）,,2022,08,10,17,00,32.0,4,13,44,4,+1.6,-0.4,88,0,,,0,35.9,4,2022,08,03,37.0,8,2004,07,20,36.6,8,2015,08,07,1978
45361,千葉県,鴨川（カモガワ）,,2022,08,10,17,00,32.8,4,11,59,4,+2.0,-0.2,88,0,,,0,36.3,4,2022,07,31,37.0,8,2018,08,26,37.0,8,2018,08,26,1978
45371,千葉県,勝浦（カツウラ）,47674,2022,08,10,17,00,31.2,4,13,03,4,+2.1,+1.8,88,0,,,1,31.2,4,2022,08,08,34.9,8,1924,08,23,34.9,8,1924,08,23,1906
45401,千葉県,館山（タテヤマ）,47672,2022,08,10,17,00,32.7,4,13,02,4,+1.7,+0.4,88,0,,,0,34.6,4,2022,08,03,36.6,8,1994,08,03,36.6,8,1994,08,03,1968
46091,神奈川県,海老名（エビナ）,,2022,08,10,17,00,34.1,4,13,34,4,+2.1,-1.2,88,0,,,0,36.2,4,2022,06,29,38.1,8,2016,08,09,38.1,8,2016,08,09,1978
46106,神奈川県,横浜（ヨコハマ）,47670,2022,08,10,17,00,33.4,4,13,35,4,+2.0,0.0,88,0,,,0,36.2,4,2022,08,03,37.4,8,2016,08,09,37.4,8,2016,08,09,1896
46141,神奈川県,辻堂（ツジドウ）,,2022,08,10,17,00,31.1,4,11,21,4,+0.6,-0.3,88,0,,,0,33.8,4,2022,08,03,36.9,8,2020,08,16,36.9,8,2020,08,16,1992
46166,神奈川県,小田原（オダワラ）,,2022,08,10,17,00,36.0,4,12,28,4,+5.1,+0.2,88,0,,,0,38.0,4,2022,06,29,38.0,8,2022,06,29,36.6,8,2011,08,18,1978
46211,神奈川県,三浦（ミウラ）,,2022,08,10,17,00,32.5,4,12,08,4,+1.7,+0.3,88,0,,,0,34.3,4,2022,08,03,36.4,8,2004,07,21,36.0,8,2010,08,17,1978
48031,長野県,野沢温泉（ノザワオンセン）,,2022,08,10,17,00,31.7,4,13,06,4,+2.2,-0.5,88,0,,,0,32.9,4,2022,08,01,36.4,8,1994,08,13,36.4,8,1994,08,13,1978
48061,長野県,信濃町（シナノマチ）,,2022,08,10,17,00,31.0,4,11,12,4,+3.0,-0.4,88,0,,,0,32.5,4,2022,06,24,34.6,8,2018,08,22,34.6,8,2018,08,22,1978
48066,長野県,飯山（イイヤマ）,,2022,08,10,17,00,33.4,4,12,05,4,+2.2,-2.3,88,0,,,0,36.1,4,2022,06,24,37.6,8,1994,08,14,37.6,8,1994,08,14,1978
48141,長野県,白馬（ハクバ）,,2022,08,10,17,00,30.1,4,12,43,4,+1.1,-1.2,88,0,,,0,34.6,4,2022,07,02,36.2,8,1994,08,16,36.2,8,1994,08,16,1978
48156,長野県,長野（ナガノ）,47610,2022,08,10,17,00,35.3,4,14,00,4,+3.5,-0.7,88,0,,,0,36.6,4,2022,07,02,38.7,8,1994,08,16,38.7,8,1994,08,16,1889
48191,長野県,大町（オオマチ）,,2022,08,10,17,00,31.9,4,12,02,4,+2.7,-1.0,88,0,,,0,34.6,4,2022,06,29,35.5,8,2018,08,05,35.5,8,2018,08,05,1978
48196,長野県,信州新町（シンシュウシンマチ）,,2022,08,10,17,00,33.7,4,12,41,4,+2.6,-1.5,88,0,,,0,37.2,4,2022,07,02,38.6,8,1994,08,16,38.6,8,1994,08,16,1978
48216,長野県,菅平（スガダイラ）,,2022,08,10,17,00,28.0,4,15,00,4,+2.8,-0.4,88,0,,,0,29.9,4,2022,07,02,30.4,8,1994,08,15,30.4,8,1994,08,15,1978
48256,長野県,上田（ウエダ）,,2022,08,10,17,00,37.1,4,14,35,4,+5.1,-0.2,88,0,,,0,38.8,4,2022,07,02,38.8,8,2022,07,02,38.3,8,2018,08,05,1976
48296,長野県,穂高（ホタカ）,,2022,08,10,17,00,35.5,4,14,38,4,+3.8,-0.7,88,0,,,0,37.7,4,2022,06,28,37.8,8,2013,07,12,37.7,8,1994,08,16,1978
48321,長野県,東御（トウミ）,,2022,08,10,17,00,31.4,4,15,01,4,+3.1,+0.2,88,0,,,0,33.3,4,2022,07,02,33.6,8,2018,07,15,33.5,8,2018,08,05,1978
48331,長野県,軽井沢（カルイザワ）,47622,2022,08,10,17,00,30.6,4,14,06,4,+3.8,+0.6,88,0,,,0,32.1,4,2022,06,29,34.2,8,1946,07,16,33.9,8,1931,08,27,1925
48361,長野県,松本（マツモト）,47618,2022,08,10,17,00,35.6,4,14,39,4,+3.6,-0.2,88,0,,,0,37.1,4,2022,06,29,38.5,8,1942,08,02,38.5,8,1942,08,02,1898
48363,長野県,松本今井（マツモトイマイ）,,2022,08,10,17,00,34.6,4,13,13,4,+3.3,+0.9,88,0,,,0,35.9,4,2022,06,29,36.6,8,2020,08,15,36.6,8,2020,08,15,2003
48381,長野県,立科（タテシナ）,,2022,08,10,17,00,33.6,4,14,11,4,+3.5,+0.5,88,0,,,0,36.0,4,2022,07,02,36.0,8,2022,07,02,35.6,8,2019,08,07,1978
48386,長野県,佐久（サク）,,2022,08,10,17,00,35.7,4,14,24,4,+5.0,+0.6,88,0,,,0,37.1,4,2022,06,29,37.1,8,2022,06,29,36.7,8,2020,08,20,1978
48466,長野県,奈川（ナガワ）,,2022,08,10,17,00,31.5,4,15,16,4,+3.5,+0.7,88,0,,,0,33.9,4,2022,08,02,34.4,8,2020,08,20,34.4,8,2020,08,20,1978
48491,長野県,諏訪（スワ）,47620,2022,08,10,17,00,32.9,4,12,58,4,+2.8,-0.1,88,0,,,0,34.5,4,2022,06,29,35.5,8,1995,08,20,35.5,8,1995,08,20,1945
48531,長野県,開田高原（カイダコウゲン）,,2022,08,10,17,00,28.8,4,12,21,4,+2.1,+0.9,88,0,,,0,31.7,4,2022,07,02,32.2,8,2018,07,15,32.2,8,1994,08,16,1978
48536,長野県,木祖薮原（キソヤブハラ）,,2022,08,10,17,00,31.8,4,14,32,4,,+1.0,,,,,0,34.6,4,2022,07,01,36.2,8,2020,08,20,36.2,8,2020,08,20,2019
48546,長野県,辰野（タツノ）,,2022,08,10,17,00,32.3,4,13,45,4,+1.9,-0.4,88,0,,,0,35.7,4,2022,06,29,36.4,8,2021,08,06,36.4,8,2021,08,06,1978
48561,長野県,原村（ハラムラ）,,2022,08,10,17,00,31.0,4,12,27,4,+2.4,+0.1,88,0,,,0,33.7,4,2022,07,01,33.9,8,2020,08,20,33.9,8,2020,08,20,1978
48571,長野県,野辺山（ノベヤマ）,,2022,08,10,17,00,27.8,4,12,51,4,+2.6,+0.5,88,0,,,0,30.8,4,2022,06,29,31.0,8,2003,08,23,31.0,8,2003,08,23,1978
48606,長野県,木曽福島（キソフクシマ）,,2022,08,10,17,00,31.3,4,11,13,4,+1.1,+0.4,88,0,,,0,35.9,4,2022,07,01,36.1,8,2019,08,01,36.1,8,2019,08,01,1976
48621,長野県,伊那（イナ）,,2022,08,10,17,00,33.0,4,14,05,4,+2.2,+0.5,88,0,,,0,36.7,4,2022,08,02,37.2,8,2018,08,01,37.2,8,2018,08,01,1993
48717,長野県,南木曽（ナギソ）,,2022,08,10,17,00,32.7,4,13,59,4,+2.3,+0.9,88,0,,,0,34.8,4,2022,07,01,35.7,8,2018,08,06,35.7,8,2018,08,06,1978
48731,長野県,飯島（イイジマ）,,2022,08,10,17,00,30.7,4,14,15,4,+0.7,+0.8,88,0,,,0,34.9,4,2022,08,02,35.5,8,1994,08,04,35.5,8,1994,08,04,1978
48767,長野県,飯田（イイダ）,47637,2022,08,10,17,00,32.1,4,14,30,4,0.0,-0.3,8,1,,,0,37.3,4,2022,08,02,37.7,8,2018,08,06,37.7,8,2018,08,06,1897
48826,長野県,浪合（ナミアイ）,,2022,08,10,17,00,29.3,4,13,32,4,+1.2,+0.2,88,0,,,0,32.1,4,2022,06,30,33.5,8,2007,08,17,33.5,8,2007,08,17,1978
48841,長野県,南信濃（ミナミシナノ）,,2022,08,10,17,00,34.5,4,13,44,4,+2.0,+0.5,88,0,,,0,38.1,4,2022,08,02,39.5,8,2020,08,17,39.5,8,2020,08,17,1978
49036,山梨県,大泉（オオイズミ）,,2022,08,10,17,00,32.4,4,13,47,4,+3.1,+0.4,88,0,,,0,35.4,4,2022,06,30,36.5,8,2013,08,11,36.5,8,2013,08,11,1977
49086,山梨県,韮崎（ニラサキ）,,2022,08,10,17,00,35.0,4,13,46,4,+2.9,+1.5,88,0,,,0,37.9,4,2022,06,30,38.4,8,1994,08,02,38.4,8,1994,08,02,1977
49142,山梨県,甲府（コウフ）,47638,2022,08,10,17,00,36.7,4,14,01,4,+3.1,-0.2,88,0,,,0,39.5,4,2022,08,02,40.7,8,2013,08,10,40.7,8,2013,08,10,1894
49151,山梨県,勝沼（カツヌマ）,,2022,08,10,17,00,36.5,4,15,04,4,+3.2,+0.3,88,0,,,0,40.2,4,2022,07,01,40.5,8,2013,08,10,40.5,8,2013,08,10,1977
49161,山梨県,大月（オオツキ）,,2022,08,10,17,00,36.4,4,14,51,4,+4.8,+0.2,88,0,,,0,39.1,4,2022,06,29,39.9,8,1990,07,19,38.2,8,2016,08,09,1977
49196,山梨県,古関（フルセキ）,,2022,08,10,17,00,32.8,4,13,18,4,+1.6,-0.6,88,0,,,0,36.6,4,2022,06,30,38.6,8,2013,08,10,38.6,8,2013,08,10,1978
49236,山梨県,切石（キリイシ）,,2022,08,10,17,00,33.9,4,13,40,4,+1.4,-1.0,88,0,,,0,37.8,4,2022,08,03,39.2,8,2016,08,09,39.2,8,2016,08,09,1977
49251,山梨県,河口湖（カワグチコ）,47640,2022,08,10,17,00,31.6,4,13,35,4,+3.0,-0.3,88,0,,,0,34.7,4,2022,08,02,35.3,8,2013,07,12,35.0,8,2013,08,09,1933
49256,山梨県,山中（ヤマナカ）,,2022,08,10,17,00,29.9,4,11,46,4,+2.7,+0.4,88,0,,,0,33.6,4,2022,08,03,33.6,8,2022,08,03,33.6,8,2022,08,03,1977
49316,山梨県,南部（ナンブ）,,2022,08,10,17,00,33.2,4,13,34,4,+1.1,-1.3,88,0,,,0,36.0,4,2022,08,03,38.9,8,2016,08,09,38.9,8,2016,08,09,1977
50106,静岡県,井川（イカワ）,,2022,08,10,17,00,30.9,4,12,25,4,+2.5,+0.5,88,0,,,0,35.2,4,2022,08,03,35.7,8,1994,07,05,35.2,8,2022,08,03,1978
50136,静岡県,御殿場（ゴテンバ）,,2022,08,10,17,00,29.6,4,12,35,4,+0.5,+0.4,88,0,,,0,34.3,4,2022,06,30,35.3,8,2016,08,09,35.3,8,2016,08,09,1976
50196,静岡県,富士（フジ）,,2022,08,10,17,00,32.2,4,13,46,4,+1.0,0.0,88,0,,,0,33.7,4,2022,08,03,36.9,8,2002,07,24,36.2,8,2016,08,09,1978
50206,静岡県,三島（ミシマ）,47657,2022,08,10,17,00,34.7,4,12,50,4,+2.6,+0.9,88,0,,,0,36.3,4,2022,08,03,37.4,8,2016,08,09,37.4,8,2016,08,09,1930
50211,静岡県,熱海伊豆山（アタミイズサン）,,2022,08,10,17,00,33.6,4,12,30,4,,+0.9,,,,,0,34.7,4,2022,08,03,34.7,8,2022,08,03,34.7,8,2022,08,03,2021
50226,静岡県,佐久間（サクマ）,,2022,08,10,17,00,34.0,4,14,26,4,+0.8,+0.8,88,0,,,0,38.8,4,2022,06,30,40.2,8,2001,07,24,39.6,8,2013,08,12,1978
50241,静岡県,川根本町（カワネホンチョウ）,,2022,08,10,17,00,33.3,4,13,08,4,+1.6,+1.0,88,0,,,0,39.0,4,2022,08,02,39.6,8,2020,08,15,39.6,8,2020,08,15,1978
50261,静岡県,清水（シミズ）,,2022,08,10,17,00,34.2,4,12,24,4,+2.7,0.0,88,0,,,0,34.7,4,2022,06,25,38.2,8,2004,07,13,37.8,8,2004,08,20,1978
50281,静岡県,網代（アジロ）,47668,2022,08,10,17,00,34.1,4,14,09,4,+3.4,+1.1,88,0,,,0,36.2,4,2022,08,03,36.8,8,2015,08,06,36.8,8,2015,08,06,1937
50331,静岡県,静岡（シズオカ）,47656,2022,08,10,17,00,34.1,4,11,49,4,+2.5,+0.3,88,0,,,0,36.7,4,2022,06,29,38.7,8,1995,08,28,38.7,8,1995,08,28,1940
50386,静岡県,天竜（テンリュウ）,,2022,08,10,17,00,33.9,4,13,21,4,+0.9,+1.9,88,0,,,0,39.4,4,2022,06,30,40.9,8,2020,08,16,40.9,8,2020,08,16,1978
50456,静岡県,浜松（ハママツ）,47654,2022,08,10,17,00,33.7,4,12,27,4,+1.6,+0.7,88,0,,,0,37.5,4,2022,08,03,41.1,8,2020,08,17,41.1,8,2020,08,17,1882
50476,静岡県,菊川牧之原（キクガワマキノハラ）,,2022,08,10,17,00,32.3,4,12,50,4,+2.0,+0.8,88,0,,,0,36.0,4,2022,08,03,37.4,8,2020,08,15,37.4,8,2020,08,15,1978
50477,静岡県,静岡空港（シズオカクウコウ）,,2022,08,10,17,00,32.6,4,11,13,4,+1.5,+0.9,88,0,,,0,36.8,4,2022,08,03,36.8,8,2022,08,03,36.8,8,2022,08,03,2009
50491,静岡県,松崎（マツザキ）,,2022,08,10,17,00,33.1,4,13,58,4,+1.9,+0.4,88,0,,,0,34.3,4,2022,08,03,37.0,8,2020,08,15,37.0,8,2020,08,15,1978
50506,静岡県,稲取（イナトリ）,,2022,08,10,17,00,32.4,4,12,37,4,+2.4,-1.0,88,0,,,0,36.5,4,2022,08,03,36.5,8,2022,08,03,36.5,8,2022,08,03,1978
50536,静岡県,磐田（イワタ）,,2022,08,10,17,00,31.8,4,11,07,4,+1.0,0.0,88,0,,,0,36.2,4,2022,08,03,39.2,8,1994,08,03,39.2,8,1994,08,03,1978
50551,静岡県,御前崎（オマエザキ）,47655,2022,08,10,17,00,33.0,4,13,00,4,+3.1,+0.5,88,0,,,1,32.5,4,2022,08,09,36.7,8,2004,07,20,36.4,8,1994,08,03,1932
50561,静岡県,石廊崎（イロウザキ）,47666,2022,08,10,17,00,30.8,4,13,49,4,+1.8,-0.2,88,0,,,0,31.3,4,2022,08,03,33.9,8,2004,07,20,33.6,8,2020,08,16,1939
51031,愛知県,愛西（アイサイ）,,2022,08,10,17,00,34.1,4,10,39,4,+0.7,-0.8,88,0,,,0,38.2,4,2022,07,01,40.3,8,1994,08,05,40.3,8,1994,08,05,1979
51071,愛知県,稲武（イナブ）,,2022,08,10,17,00,31.5,4,12,36,4,+1.7,-0.8,88,0,,,0,35.0,4,2022,07,01,35.5,8,2018,07,23,35.0,8,2021,08,08,1979
51106,愛知県,名古屋（ナゴヤ）,47636,2022,08,10,17,00,35.0,4,13,49,4,+1.4,-0.6,88,0,,,0,38.4,4,2022,07,01,40.3,8,2018,08,03,40.3,8,2018,08,03,1890
51116,愛知県,豊田（トヨタ）,,2022,08,10,17,00,36.0,4,12,04,4,+2.3,-0.9,88,0,,,0,39.8,4,2022,07,01,39.8,8,2022,07,01,39.6,8,2018,08,03,1979
51216,愛知県,大府（オオブ）,,2022,08,10,17,00,35.6,4,12,38,4,+1.3,-0.2,88,0,,,0,38.4,4,2022,07,01,38.9,8,2018,08,06,38.9,8,2018,08,06,2012
51226,愛知県,岡崎（オカザキ）,,2022,08,10,17,00,34.3,4,12,25,4,+1.3,-0.2,88,0,,,0,37.4,4,2022,07,01,39.3,8,2018,07,23,38.8,8,2001,08,01,1979
51247,愛知県,新城（シンシロ）,,2022,08,10,17,00,34.0,4,14,03,4,+1.6,+0.8,88,0,,,0,37.8,4,2022,06,30,39.6,8,2018,07,23,38.4,8,2013,08,11,2002
51261,愛知県,セントレア（セントレア）,,2022,08,10,17,00,33.1,4,14,01,4,+1.4,-0.1,88,0,,,0,35.3,4,2022,08,03,36.1,8,2013,08,10,36.1,8,2013,08,10,2005
51281,愛知県,蒲郡（ガマゴオリ）,,2022,08,10,17,00,34.3,4,13,19,4,+1.8,-0.8,88,0,,,0,37.6,4,2022,06,30,38.7,8,1995,08,19,38.7,8,1995,08,19,1979
51311,愛知県,南知多（ミナミチタ）,,2022,08,10,17,00,33.4,4,10,52,4,+1.3,-0.5,88,0,,,0,36.2,4,2022,07,01,38.3,8,1994,08,05,38.3,8,1994,08,05,1979
51331,愛知県,豊橋（トヨハシ）,,2022,08,10,17,00,32.7,4,13,27,4,+1.0,+0.4,88,0,,,0,35.3,4,2022,08,03,37.9,8,2020,08,16,37.9,8,2020,08,16,2005
51346,愛知県,伊良湖（イラコ）,47653,2022,08,10,17,00,33.7,4,13,18,4,+1.7,+0.1,88,0,,,0,36.6,4,2022,08,03,38.4,8,2013,08,11,38.4,8,2013,08,11,1947
52041,岐阜県,河合（カワイ）,,2022,08,10,17,00,32.1,4,14,44,4,+2.2,-1.1,88,0,,,0,35.1,4,2022,07,02,36.4,8,1994,08,07,36.4,8,1994,08,07,1978
52051,岐阜県,神岡（カミオカ）,,2022,08,10,17,00,32.8,4,14,04,4,+1.7,+0.3,88,0,,,0,35.2,4,2022,08,01,37.3,8,2018,08,05,37.3,8,2018,08,05,1978
52081,岐阜県,白川（シラカワ）,,2022,08,10,17,00,30.9,4,10,14,4,+0.8,-2.0,88,0,,,0,34.6,4,2022,07,02,36.5,8,2007,08,11,36.5,8,2007,08,11,1978
52111,岐阜県,栃尾（トチオ）,,2022,08,10,17,00,31.2,4,15,08,4,+1.6,0.0,88,0,,,0,34.0,4,2022,07,02,35.4,8,1994,08,15,35.4,8,1994,08,15,1978
52146,岐阜県,高山（タカヤマ）,47617,2022,08,10,17,00,33.3,4,14,27,4,+1.7,0.0,88,0,,,0,36.2,4,2022,08,01,37.7,8,2019,08,13,37.7,8,2019,08,13,1899
52181,岐阜県,六厩（ムマヤ）,,2022,08,10,17,00,27.3,4,13,44,4,+0.3,-0.8,8,1,,,0,31.7,4,2022,08,02,33.5,8,2001,08,02,33.5,8,2001,08,02,1978
52196,岐阜県,宮之前（ミヤノマエ）,,2022,08,10,17,00,29.3,4,14,49,4,+1.2,+0.6,88,0,,,0,32.1,4,2022,08,02,33.5,8,2018,08,04,33.5,8,2018,08,04,1978
52221,岐阜県,長滝（ナガタキ）,,2022,08,10,17,00,30.8,4,14,35,4,+0.6,-0.3,88,0,,,0,34.9,4,2022,08,02,36.8,8,2018,08,04,36.8,8,2018,08,04,1978
52286,岐阜県,萩原（ハギワラ）,,2022,08,10,17,00,33.5,4,14,00,4,+1.9,+0.6,88,0,,,0,38.1,4,2022,07,01,38.3,8,1994,07,15,38.0,8,1994,08,07,1976
52331,岐阜県,八幡（ハチマン）,,2022,08,10,17,00,33.9,4,13,07,4,+1.7,+0.9,88,0,,,0,39.1,4,2022,07,01,39.8,8,2018,07,22,39.8,8,2007,08,16,1978
52346,岐阜県,宮地（ミヤジ）,,2022,08,10,17,00,32.5,4,13,31,4,+1.0,-0.1,88,0,,,0,37.2,4,2022,07,01,38.9,8,2007,08,16,38.9,8,2007,08,16,1978
52381,岐阜県,樽見（タルミ）,,2022,08,10,17,00,31.9,4,12,54,4,+1.2,+0.7,88,0,,,0,36.6,4,2022,07,01,37.6,8,2018,08,05,37.6,8,2018,08,05,1978
52406,岐阜県,金山（カナヤマ）,,2022,08,10,17,00,34.2,4,15,18,4,+1.8,+0.7,88,0,,,0,38.1,4,2022,07,01,41.0,8,2018,08,06,41.0,8,2018,08,06,1978
52461,岐阜県,美濃（ミノ）,,2022,08,10,17,00,33.6,4,14,16,4,0.0,-1.9,8,1,,,0,39.1,4,2022,07,01,41.0,8,2018,08,08,41.0,8,2018,08,08,1978
52482,岐阜県,黒川（クロカワ）,,2022,08,10,17,00,31.5,4,12,10,4,+0.7,-0.2,88,0,,,0,35.1,4,2022,07,01,37.4,8,2007,08,16,37.4,8,2007,08,16,1998
52511,岐阜県,揖斐川（イビガワ）,,2022,08,10,17,00,34.7,4,16,15,4,+1.2,-0.6,88,0,,,0,39.4,4,2022,07,01,39.6,8,2018,07,18,39.6,8,2007,08,16,1978
52536,岐阜県,美濃加茂（ミノカモ）,,2022,08,10,17,00,34.1,4,11,17,4,+0.5,-0.9,88,0,,,0,38.9,4,2022,07,01,39.7,8,2018,07,18,39.5,8,1994,08,07,1978
52556,岐阜県,恵那（エナ）,,2022,08,10,17,00,34.4,4,13,24,4,+1.8,+0.5,88,0,,,0,36.8,4,2022,07,01,38.8,8,2018,07,23,38.5,8,2018,08,03,1976
52557,岐阜県,中津川（ナカツガワ）,,2022,08,10,17,00,34.5,4,14,00,4,+1.5,+0.1,88,0,,,0,37.1,4,2022,07,01,39.2,8,2018,07,23,38.8,8,2018,08,02,2010
52571,岐阜県,関ケ原（セキガハラ）,,2022,08,10,17,00,35.2,4,12,25,4,+3.0,+0.7,88,0,,,0,36.5,4,2022,07,01,37.9,8,1994,08,08,37.9,8,1994,08,08,1978
52581,岐阜県,大垣（オオガキ）,,2022,08,10,17,00,35.1,4,15,07,4,+1.7,+0.3,88,0,,,0,38.1,4,2022,07,01,38.7,8,2008,07,26,38.7,8,1994,08,08,1978
52586,岐阜県,岐阜（ギフ）,47632,2022,08,10,17,00,34.7,4,12,07,4,+0.8,+0.2,88,0,,,0,38.4,4,2022,07,01,39.8,8,2007,08,16,39.8,8,2007,08,16,1883
